restaurant_type,location,season,food_cost,labor_cost,rent_cost,marketing_spend,utilities_cost,maintenance_cost,technology_spend,delivery_spend,num_employees,seating_capacity,avg_ticket_size,daily_covers,online_orders_pct,customer_rating,years_in_business,wastage_pct,revenue,total_cost,profit,profit_tier
Cafe,Airport,Summer,69483.47412278724,57801.85062630651,7958.982229411314,12012.823914788723,3305.3174968860294,6032.979448059795,2531.427028309615,839.9439830205607,78.0,133.0,107.59950828362098,617.0,28.96135282432673,3.5020271277678057,14.0,1.046953532917526,2988159.4811812392,159966.7988495698,2828192.6823316696,High Profit
Fast Food,Suburb,Winter,41457.147739626744,13990.957584010765,35137.81829888356,17558.43108304811,2721.2202121443815,2883.562900083728,4494.421895048153,4694.045174993724,17.0,203.0,69.5318347156101,709.0,48.724152678628144,4.982626373111485,5.0,16.699643704372193,1301321.4097823151,122937.60488783917,1178383.804894476,High Profit
Food Truck,Highway,Spring,51489.669712257724,54830.26137362081,31386.349202549554,4609.376761296978,9564.707401943822,1821.1121991338139,1889.3623946429973,10545.067873132548,76.0,54.0,94.61956179427906,499.0,53.01365298763928,3.4518399144673797,18.0,14.980217319950725,998791.5076149276,166135.90691857826,832655.6006963493,High Profit
Fast Food,Downtown,Autumn,45298.75214247858,37544.733108618944,35851.87873407532,16590.341391952268,9198.59479956591,1045.863500805764,3706.639101154939,10761.938740168693,68.0,256.0,73.90020805278463,605.0,26.0226415677145,2.5822342954071775,6.0,19.231572857724583,1539965.7606220322,159998.74151882043,1379967.0191032118,High Profit
Casual Dining,Downtown,Summer,47185.29601465079,36683.85743790758,14961.651140983891,14502.29695972851,5688.26553147288,2914.4323488088503,3153.3014041623283,8505.856612254169,28.0,111.0,40.109234280305266,184.0,34.30609912834825,4.535508383476561,4.0,8.07516547682644,519279.6658258416,133594.957449969,385684.7083758726,High Profit
Cafe,Downtown,Spring,71753.59324054557,5959.592892289428,12476.79742076336,13487.601865276993,2453.8895407821215,5218.590891238748,1380.8116186431896,1064.1962778481807,28.0,296.0,71.08286545572652,434.0,51.922375547452134,4.927388914957289,2.0,16.58251806728628,1216202.6526059497,113795.07374738758,1102407.578858562,High Profit
Cafe,Suburb,Summer,31671.262265417765,45653.1158680247,7765.794717109222,8190.562573864814,9155.814468193397,2175.777994320034,2705.6503677470405,12845.40697807471,3.0,24.0,53.99745095003641,371.0,28.099558130401785,3.756093629949086,9.0,14.825549419235154,726222.1437593625,120163.38523275168,606058.7585266108,High Profit
Fast Food,Highway,Winter,20613.801920046815,30261.564000939317,37343.36330198589,7664.970438034187,7619.362062133653,3495.0763891437327,4277.696691927932,9520.930843471699,49.0,118.0,73.28754047916301,410.0,36.12286675031358,3.146378679553631,10.0,3.2182854349574193,679162.0272665884,120796.76564768325,558365.2616189051,High Profit
Cafe,Highway,Autumn,39221.00827052219,44106.940334602645,8719.509735197946,14213.593837458811,868.3324700633527,7628.708922043542,2819.102539640659,11382.37636766692,26.0,173.0,70.02239922525823,160.0,50.91752704762128,2.7793306118516727,12.0,19.43392606816301,353526.25338176836,128959.57247719608,224566.68090457228,High Profit
Fast Food,Suburb,Spring,20606.389286094887,49123.32289645654,6534.054881037192,19809.35267791793,5161.759456496689,4508.430244301505,3514.5376029291756,5793.452628408937,37.0,36.0,82.97343323558978,379.0,47.46705627058917,4.871938365941876,13.0,3.911394568075476,1032290.4944232211,115051.29967364286,917239.1947495783,High Profit
Fast Food,Mall,Spring,42380.031924651434,32856.393282219884,9321.77194149773,8404.398303984737,6246.973919522774,4349.121203740475,3899.4071396135228,3650.5817339793957,39.0,276.0,88.38371802226963,798.0,5.2703234527087295,3.285878309609981,5.0,16.778978323201216,2248598.705365678,111108.67944920997,2137490.025916468,High Profit
Fast Food,Airport,Autumn,72763.1079017794,18027.725856863908,31312.505616884304,18412.69566313596,1131.4969586025625,3397.5578380389,342.05818671583256,10801.415502378492,41.0,249.0,67.98411309925798,603.0,4.6668829781826755,3.0706700978323878,10.0,10.00012928814539,1556777.1672978678,156188.56352439936,1400588.6037734684,High Profit
Fine Dining,Downtown,Winter,51307.514036185836,11069.632009390361,35802.110929349474,11937.629106105998,973.394795979384,4543.351820656593,351.14657151197315,12232.746893484782,13.0,148.0,98.23195736965411,787.0,24.939549305602494,4.757264923683689,19.0,12.412493636806515,3515386.6415033676,128217.5261626644,3387169.115340703,High Profit
Casual Dining,Downtown,Autumn,69157.46399773084,12148.678292147613,32814.711346864126,17429.2302446123,4903.477605609215,7879.624740297987,663.3039137339412,12187.80642259218,30.0,244.0,83.86920789508233,373.0,51.1583331567792,3.7510157387232104,2.0,10.800872161041195,1412021.6874437404,157184.2965635882,1254837.3908801521,High Profit
Fine Dining,Residential,Spring,17464.318971163386,52415.27527491053,23403.06500910882,4735.213717317701,518.5412767074629,2179.693862579651,898.7016423131628,10757.645956428387,72.0,146.0,34.2233160005474,552.0,55.35060843414988,4.306776898119239,21.0,2.2742865548956663,848433.7012063375,112372.45571052909,736061.2454958084,High Profit
Fast Food,Mall,Autumn,72565.51944028826,10043.951450932156,39767.60152955348,15363.525457517515,944.9378144057955,7547.03757982462,4076.068969836591,2084.2331341486283,30.0,89.0,112.9592630947775,403.0,56.92365651413645,2.769964866386258,15.0,18.99841421186319,1455756.7247258485,152392.8753765071,1303363.8493493414,High Profit
Casual Dining,Residential,Winter,50134.03733053368,24927.562163654402,4616.454450751054,16781.398459465585,2068.807806213428,1362.7536781405822,2234.371613746858,3326.843233093472,76.0,26.0,13.169637264022885,584.0,59.32637690312813,3.180653967056866,3.0,17.592153092628056,297049.2910978618,105452.22873559907,191597.0623622627,High Profit
Fast Food,Suburb,Winter,7381.984155535985,22053.654838474755,34953.28375722177,16727.298228075862,9144.722353276566,1066.6218356631357,1007.7874637092659,7506.568982570127,38.0,114.0,77.7953364829289,328.0,30.32782563490628,2.5663064087239,1.0,12.144684237492875,705187.8034556865,99841.92161452745,605345.8818411591,High Profit
Buffet,Airport,Summer,52483.92164637776,52330.973004121304,18253.12674512322,15801.871884640814,7779.693506620722,5306.422066796679,2705.8308089527573,7610.251421167848,67.0,267.0,75.4165817338936,447.0,55.07638066379027,4.059642799389769,19.0,10.315150742828745,1795272.2816426565,162272.0910838011,1633000.1905588554,High Profit
Casual Dining,Downtown,Autumn,76354.77171956885,30228.52953957462,19294.649250807724,6431.814779787862,4779.047040254224,2159.196392418761,3840.367134227612,7328.045661088959,63.0,295.0,56.108351725537815,167.0,43.62422187665834,4.732426684949674,12.0,7.321064860668578,471421.0826205705,150416.4215177286,321004.6611028419,High Profit
Fast Food,Suburb,Autumn,10937.525035652156,59797.44578884385,6848.60595874866,10678.02928577486,5052.453840999799,3666.25998919793,786.3120263404899,12390.579147761826,30.0,209.0,59.882683399426796,413.0,26.685928326415763,4.741509697967906,10.0,4.32111761422904,771635.6909937328,110157.21107331957,661478.4799204132,High Profit
Cafe,Mall,Spring,48684.20978521791,45012.12053927925,3270.45302544548,6344.24321341,7017.233216506383,5891.307194907133,1787.5725408038911,1880.7175014769234,69.0,141.0,94.41138047951439,735.0,55.724014468300396,4.715983971261085,27.0,15.868552342224245,2368721.7771447646,119887.85701704695,2248833.920127718,High Profit
Casual Dining,Suburb,Winter,73660.89521522861,51502.64379804428,14031.876390638463,7187.8351808199,5006.672095085722,4371.763724672159,1052.412257070409,11883.965713028105,75.0,17.0,88.05575257248923,739.0,24.4060357516964,3.455906855145681,17.0,10.818440813204727,1997698.5848038753,168698.06437458767,1829000.5204292876,High Profit
Fine Dining,Downtown,Autumn,5727.137625078092,8624.319163520468,8644.434258329311,6373.768229969948,1107.2885340455189,307.24492477812936,3267.2370607299313,334.9942715032128,70.0,282.0,52.643810717523536,52.0,17.58872903462329,3.4239787969127207,8.0,13.8910329412683,197914.2817430706,34386.42406795461,163527.85767511599,High Profit
Casual Dining,Suburb,Spring,52318.46948493674,17426.828550099068,20366.87273070984,6042.427436031976,7517.948063136591,2585.5772171896865,770.4911676762204,4846.108370542567,6.0,263.0,29.630862161211084,20.0,41.198291086213466,4.989318614471959,15.0,6.607337882175269,116803.56250677518,111874.7230203227,4928.839486452489,Low Profit
Casual Dining,Downtown,Summer,40617.6718873222,10720.433147594209,7598.559990043334,14021.722613917007,1048.6233436208477,704.5560243797779,3927.368767970048,2947.5001461495044,53.0,151.0,12.105428860025071,531.0,7.458007329117644,4.333520490750942,18.0,17.935880139964986,400510.59450194164,81586.43592099693,318924.1585809447,High Profit
Buffet,Airport,Autumn,31024.198898645795,29426.452426831904,7241.253987086478,13180.14213663504,5117.884758256277,7423.6934904344835,1118.3327213550556,7899.674887011379,11.0,246.0,88.28440897872085,672.0,56.57869459051122,2.835364981999684,2.0,19.58456775909033,2563670.201428362,102431.6333062564,2461238.5681221057,High Profit
Food Truck,Mall,Autumn,52065.2367459032,43942.38682522886,35325.20139594628,4483.152575150922,8686.221341177737,6398.259028651063,387.14977987577055,7858.404652161098,36.0,227.0,85.07506556483922,784.0,46.12848372378396,2.7937894829509933,23.0,13.558878755598942,1706299.159144625,159146.0123440949,1547153.1468005301,High Profit
Fast Food,Downtown,Spring,8952.657094056269,12636.62338757101,37009.198650403545,13984.615041950663,1615.1071502663176,7873.965132676006,4563.256237608253,7598.162099512909,64.0,250.0,37.736847777310786,771.0,33.83077127556324,4.246986877591601,1.0,17.231205343289943,1101608.3224690706,94233.58479404496,1007374.7376750256,High Profit
Food Truck,Downtown,Spring,61479.72847155501,10419.607040475112,38640.21592634058,6175.837620852319,7212.965168484649,7103.854197045633,1732.74035345896,4332.268824485262,76.0,49.0,114.59413009058672,360.0,5.6866160486261315,4.854879324166513,12.0,5.450845871627299,1231649.0089156327,137097.21760269755,1094551.7913129353,High Profit
Food Truck,Downtown,Winter,5335.960768978072,38032.698680485104,27859.092829208654,4433.507523721144,940.1152927352041,3907.589761119411,2563.4524870406417,7827.03509419767,56.0,141.0,79.84180177710026,625.0,14.087052019466855,4.567902816835206,18.0,19.472570192846412,1253045.7065253106,90899.4524374859,1162146.2540878248,High Profit
Casual Dining,Mall,Winter,28020.180784426415,16127.826964515167,31298.627182243035,15071.411667837585,9934.066375554148,7084.260634242186,594.8616174247718,10586.678273874573,18.0,226.0,81.57357400214761,481.0,30.228123536671994,3.9770442970925384,18.0,5.317625087398291,1404720.4890733042,118717.91350011788,1286002.5755731864,High Profit
Food Truck,Downtown,Winter,42796.89782635088,30321.529089963235,33759.82069921991,7575.927809772188,6979.820613060418,5445.021183960521,2449.362149012668,5906.56845379035,46.0,236.0,69.7829984937716,755.0,30.03649954238019,2.8859473481973703,22.0,5.341902050616938,1353841.2347082894,135234.94782513016,1218606.2868831593,High Profit
Fast Food,Highway,Autumn,33276.66879249138,5913.71048047991,27039.03824658525,11602.335224330944,9705.401379423998,4291.8773198498075,1190.557728201147,13929.625131945519,66.0,228.0,79.30577312062485,274.0,28.339154618755074,2.752090799579907,11.0,18.489191338189148,556961.5091877842,106949.21430330796,450012.2948844762,High Profit
Food Truck,Downtown,Spring,28060.695140418684,41794.9302878455,14549.237978696108,4402.417229079715,6848.127663768776,3091.039158159493,4217.85465128416,1027.0382690426666,57.0,81.0,119.89248310875585,230.0,20.084130664875172,4.754911113796435,1.0,6.41921694313429,849854.4123639617,103991.34037829508,745863.0719856666,High Profit
Food Truck,Downtown,Winter,67312.6359101072,33855.03375359706,7942.705940473916,12467.029827855438,2801.689832395744,5511.536172303955,3597.39677377222,14806.514382014771,71.0,48.0,97.17270532645931,638.0,42.70195647326708,4.671122032900021,29.0,7.913912006702749,1618602.2320934779,148294.5425925203,1470307.6895009575,High Profit
Casual Dining,Residential,Autumn,75112.44307039317,39903.10524064207,11016.385672009703,4555.87197447225,9300.46287929122,4803.040699040846,3350.1993436497773,11420.797734960244,53.0,162.0,53.58943839485472,657.0,56.43388428908017,2.95606253888326,5.0,17.212690320288065,1092936.8381347493,159462.30661445926,933474.5315202901,High Profit
Casual Dining,Airport,Winter,70528.45136794166,18698.163663405525,33935.73395338858,3754.100006955227,6453.366755877333,4990.6428641486345,3928.1806682600068,8897.675506012822,62.0,29.0,27.419921183213315,547.0,32.624022737061736,4.649001453513549,5.0,17.29271312216885,634053.1277034703,151186.3147859898,482866.8129174805,High Profit
Casual Dining,Downtown,Summer,44182.34847874998,18880.369595607273,28451.695054899967,8037.307149809643,5971.401980774548,3318.684383024631,1539.2191224980043,3050.1605452585263,62.0,51.0,91.63098314788012,743.0,49.66128499785208,4.250953190068407,11.0,2.5861082342444783,3242658.979496355,113431.18631062256,3129227.793185733,High Profit
Fast Food,Highway,Autumn,71312.31313951123,48677.550386173214,19320.23901399376,15906.205868590854,4576.562983470812,5966.657891461559,2322.8790856123564,9409.621125383417,36.0,256.0,106.09609282763361,580.0,37.03289162601844,4.789821598358243,1.0,7.076791938939593,1507866.0150499267,177492.02949419722,1330373.9855557294,High Profit
Food Truck,Mall,Winter,74064.61738861578,43958.05184013509,3117.392932857203,3942.4197910709295,3203.642139381095,834.4735875430771,524.1961534469452,12031.247387399726,14.0,143.0,65.11493544352166,721.0,1.8565341853207062,4.192793399657924,5.0,5.582606323549489,1076590.7022766743,141676.04122044984,934914.6610562245,High Profit
Food Truck,Highway,Winter,35692.879778559654,36044.53311832103,12115.766076487558,2782.01806651471,5535.660911646108,5864.039909677821,432.1437640607822,3804.6844134627745,52.0,52.0,111.20259436284657,652.0,8.403129888781004,4.660723334854592,16.0,18.065612669576257,1264710.1794425265,102271.72603873043,1162438.453403796,High Profit
Fine Dining,Mall,Summer,26258.43946290841,38804.17811957859,29698.104738779024,1117.1300030054094,3977.548233706571,5899.9382461342575,1712.548495765697,598.4366822103459,2.0,91.0,69.20772560443982,663.0,52.72663198132795,4.5504759635333745,8.0,6.628340413309292,2468105.360340856,108066.32398208832,2360039.0363587677,High Profit
Fast Food,Airport,Summer,12369.890435999023,8360.51823156301,21470.71493361087,8611.332252343354,8613.231841390389,4224.3584839747455,4131.451570483603,6641.29556954772,24.0,292.0,29.910287101897204,629.0,28.555833447234306,3.0604319815598786,2.0,5.513482149970331,845725.2034848704,74422.79331891272,771302.4101659576,High Profit
Fast Food,Residential,Winter,40931.89407869218,51801.76435372145,18550.2347903331,5999.48876548975,773.5861486936925,2253.608572094185,3028.558738335576,4566.524661739516,78.0,186.0,53.992684365265305,100.0,46.515042080438555,2.8827959977751307,17.0,6.587890372173506,180906.67253674153,127905.66010909945,53001.01242764208,Medium Profit
Casual Dining,Downtown,Winter,75972.26903288311,46884.70088166477,13919.817229636494,6196.1147869398255,5535.869106331488,4250.356812369684,2180.0999952333386,4292.226133004699,35.0,63.0,53.49080184077127,387.0,50.10308203805557,3.634599572588718,15.0,17.640575449427388,790080.7267392349,159231.45397806342,630849.2727611715,High Profit
Casual Dining,Mall,Spring,47068.064605277825,36658.01742793652,25063.40956192691,19647.867884505376,8447.36644144094,1160.07224632317,4838.252167379364,10872.099210477201,65.0,182.0,25.032593579823043,347.0,32.606559975503885,3.032277801442355,23.0,4.620588336012757,496009.53512721736,153755.14954526728,342254.3855819501,High Profit
Casual Dining,Mall,Winter,55067.15763396287,55359.92247275171,38722.644644124186,4285.406356647913,762.2605281383411,2424.1214480190292,2266.6305110086514,2220.4873200027664,12.0,83.0,84.08238558424675,41.0,0.12213561185073551,3.1125268277550573,19.0,4.506143811951459,159801.58120812062,161108.63091465546,-1307.0497065348318,Loss
